Username,Comment
@pinkisuryavanshi7940,This song says as if one is supposed tu be flying in the sky of dance like eds coordination.great 👍👍👍👍👌👌👌👌
@oussamaezzahid1669,Wow Nice pic films lndia
@prajwaljain2597,"The era of Rani Mukerji 💓💓❤️❤️ Miss those days so much 😭😭😪😪😪. Can we ever have another Rani Mukerji ?? No , never…."
@sandipkoli2593,षठबखं१०?
@SafwanMostafa,"I don't know why but nobody is giving credits to Abhishek.He gave his everything for this but nobody is praising him.
Man always has been underrated.Never got credits for his acting & dancing.He is an amazing actor"
@FatiFleur-qf5nj,For me rani is the most beautiful Indian actress . I love that she is not white washed
@dmmwh,"Rani looks beautiful esp in that white outfit 😍 & the dance.. she pulled it off as usual 🔥🔥🔥

Ladies & gentlemen, Queen Rani 🙌"
@sarasaadat3478,Rani ji is the best
@deepakkumargupta6675,twinkle
@deepakkumargupta6675,twinkle
@lateefmd6197,Nach Baliye Chudiyan Chada De super hit song Abhishek Bachchan fan
@samahmad8203,Dance’s like his bloody dad
@vmbashavmbasha,becareful heal dance bone sliping shaking bone
@nusratjahan-yt6nw,Nice song😍😍😍😍😍
@imonroy8956,nice.
@prashantkumar-wk2tu,Papa now I am without any work 😑
@abhimanyutiwari1498,Any one seen sushant in this song ❤️
@AnamikaTumanali,"That era, those days were MAGICAL!!"
@dumarkhabithamara6679,Nice rani nice abishek
@yopui6627,‌❤❤👍
@swapnaneelsengupta7749,"Sushant Singh Rajput is also in this song
He's behind Abhishek Bachchan at 0:49"
@nawmsayin8017,"AB's Baby is as GAY as a mayflower. Poor thing, has to cover it up all the time. So sad :("
@nandinichintawar,Suddenly here??
@aaronleperspicace1704,They dont make bollywood songs like this anymore. The songs nowadays are TRASH.
@saeediqbal1221,Good
@saeediqbal1221,😍😍😍😍🤩🤩🤩🤩😜😜😜😜😜
@saeediqbal1221,Love u bro
@basmattiebasheer6409,Rani is soooooo beautiful! 😭❤️❤️❤️
@trainlover3793,Very few songs gives energy like this one
@lyrical_nightcore,best song of 2015
@ejwiticeisnice8157,who came here cos of chunkz
@Komalsaini0016,Energy in dance moves is so high 😎💥❤️
@noob-iv9ms,0:56 who noticed sushant singh rajput as a background dancer left side 🥺
@sumanachakraborty9967,👍🔥
@inshirahkayani56,Masterpiece🙌🏻🔥🔥🔥
@Priya-sc5em,Rani Mukherjee just nailed it
@JunaidDynamics,Katrina Kaif Ke Shadi Too Ho Gaye Abb Videos Too Block Na Karein
@gouransh2788,This is called all time banger with meaning full lyrics
@kirteeseesurrun2144,Wttttt
@yashdedhia1234,"Is acting in india really judged on the basis of hit movies rather than the performance of the actor.
Abhishek really is a great actor"
@yashdedhia1234,Shaimak davar really changed the complexion of dance culture in india
@दिनेशजीदिनेशजी-ध7प,💯⚘⚘⚘
@samreenfatma4328,Rani dancing fire with High heels
@shubhisharma9366,Nj
@shubhisharma9366,H8wi
@Creative.Jyoti.hada.,Who see this video in 2022 february
@viaariane4989,Mntaaaapppp
@rinalsingh1258,The original Bunty Aur Babli is such a great film with awesome songs. The sequel is absolute garbage.
@JaySingh-vd4qt,"Rani mukhrji is a 
Underreted dancer"
@sushmitha2800,Remembering that this song was performed during school annual day 😃😍
@F.icxz1,เพลงดีไม่ไหว
@nasreenatasnim2847,Abhisekh is good very good dancer
@youcallmefanyoucallmearmy,Hi Chunkz.
@SAM-lk5tl,Sadak chaap abhishek 😁😁😆😅
@noemiraquelc.v3771,Todos bailábamos esto en el colegio 😅❤
@niningdwiastuti9096,Wow. I love them very much. Abhishek Bachchan and Rani Mukherjee are very good on screen
@baisakhibhattacharyabb484,I love the little glimpses of Shiamak Davar here. He looks so handsome 😍😍
@faridehamiri2264,WTF Lol 2:39 I know us women are flexible but to this hadd ?? Hahaha
@mdksa786ksa3,Very nice 👍
@forthedin4721,Bengoli = beauty with brain and dance
@ashwanipandey980,what a energetic song 😍
@jayantimukherjee7813,Gaan Tao sunder ar dance aro sunder superb
@jayantimukherjee7813,Amar khub bhalo laglo very good dancer
@49labanyabehera54,"When the singer sings "" nach baliye "" ......I get goosebumps ❤☺"
@siyadeveloper,Love to see you Sushant behind lead dancer
@vigneshsubramanian2511,"Shankar Mahadevan is one of the few singers in India who excels in Carnatic and Hindustani. No one is as versatile as him. Not even Sonu, Shankar Mahadevan has given hits in both South Indian style and North folk styles of music."
@vigneshsubramanian2511,I like Abhisheks costume is drag inspired
@anilKumar-rz5jz,"Rani , the bollywood active queen 👸"
@amitwankhade9917,So hard work Abhishesk did. Hats off 😄
@aayushimishra6810,Rani's moves are sooo clean and this is really Bollywood's one of the best choreography!!!
@harrypotter1301,Rani mukherjee  dance  nice love miss ❤
@MuhammadUsman-zq6xy,"The song choreography is excellent but Abhishek is a bad dancer 

However Rani did it good"
@syedasrafhussain2613,Abhishek Bachchan is one of the best actor of Bollywood.
@cheyenneponchon7772,Rani is a goddess 🛐
@NygmaNL,Omg Rani❤️..
@kavileshnunkoo168,"Song nice beautiful , rani mujhe love you"
@manzoorkhanpakistanlahore5631,Abhishek Also danced wao
@manzoorkhanpakistanlahore5631,Raani kamaal kar diyaa woooooooooooooooooooofffffff
@adiljan7702,Nyc Song
@prashanthsd4293,Abhishek Bachan has danced very well but people think it was done using VFX technology because of their perception about him🤣
@jasmineselvan5317,till date. so obsessed with rani's white outfit
@ravindragawade2649,& After this amazing Song ....Nach Baliye Reality Show Started......But Sadly people know that show but dont know this Song
@SNUG00701,Rani is a perfect actress!
@homelander9184,Bunty babli 2 dekhne k baad paap dhone aaya hu yaha...
@sashchandra,I always loved there chemistry together!! sucks that they don't make anymore movies together all because aish was jealous of what they had together.
@Nadiarajpootstar,Listen my songs
@زهرةالحديدة,flm bgnn ktervhlo
@lastmanstanding-oc5ev,who see it after BOB2..
@Nammankayendra,4:19
@kunaljogarah792,555555556566ûiiiiíiíiiíiiii
@asnnetwork3209,There are 3 superstars in this video. Hit Like if know and love the third one...
@syedfarhanaqeel6143,"Shamik dance super hit...Rani,abhisheik hit"
@govind_official77,Rani as always amazing dancer 🔥 even Abhishek did a fab job in this song ✨I think great dance of his entire career ✌🏻 and I don’t think Rani is underrated dancer she always proves best in dance ✨🔥
@sarifulshaik2904,❤😇
@rahuloutar3476,The memories!!!!
@SumanSingh-eb8lr,What a graceful dancer she is and I'm amazed that how beautifully she is dancing with high heels 👠 and energy...🥰😘 For your performance Rani mam
@zarkashkb69,have you guyz noticed? sushant singh rajput ??
@muditsaraf1379,Fell for the movie & the performances...🥰
@pt.chitranshuawasthi,Did some one noticed SSR dancing behind Abhishek bachhan?
@jayeshmhatre7699,0:51 Sushant Singh Rajput behind Abhishek Bachchan on left side of the screen😎
@mdrohul1829,Very Good Rani Mukherji
@Mahim1995,"Dear Bollywood,
This stuff cannot be replicated."
@helodude3425,5th class memories 😍😘
@ManishKumar-sd3rt,Nach baliye alone handled the whole rhythm and beats of the song and movie bunti aur baliye..they are really enjoying the song🥰
@borntocrack1031,According to comment section :- all actors are underrated 🤦‍♂
@J_808,0:50
@samidu492,So much energy in this dance
@sushmitasirswal7256,Who's here after bunty bubbly 2
@acelyacan4697,rani is literally glowing
@sailorstarfighter9565,Perfección 🌟🌠🌟 me encanta esta canción 🥰😍
@RAUSHANKUMAR-tk4dt,Sushant Singh Rajput ko kis kis ne notice kiya?
@aliasgarnurali7705,This duo need 1 more film
@solitudemanugupta5812,"Abhishek sir ko wo time samjh nhi paya kyuki wo ab ke quality actor hai 
Bob vishvash sab log dekhenge 😍"
@zulfiqarrana896,Itna bura gana itni buri dressing had h rani mukharji se achi dancer larkiyan lag rahi h
@GauravGupta-100,Best song ever heard >1000 times in childhood
@phoenixplays0702,Abhisekh bachan ko dance se dur rakho bas 🤣🤣
@spongejin4531,wow! rani is on fire here!!
@KuntaKabir,white one best
@kmajumder5062,All Time favourite ❤️❤️
@archanamgopinath935,"kab aayege ab ye din wapas...ek time pe annual functions,birthday parties and new year ka permanent song hua karta tha...really missing those days...."
@anything-everything8,Rani looks ravishing in every outfit
@Abyss95,"Horse the time more to Kudiye
Nach baliye"
@ashamehar5507,Song🌹
@uqbaanzkhan,"This dance beat by Shankar-Ehsaan-Loy is a true nostalgic masterpiece!!!!

2021-2022 .. anyone else?"
@imashishkumar1291,"Bachpan me iss gaane pe kitna naachte the 😀, 2nd Part me aisa koi gaana ni tha jisko yaad rkha jaaye"
@ahmedbaloch6326,Amazing song😍
@0607ale,abhishek bachchan <3
@sourojeet,Who's here to listen to this masterpiece after Bollywood remade this movie and ruined it 😭😭😭
@vikramsarangan18,Shiamak davar ❤️❤️❤️
@nurturenature1609,Kaun banty  babli 2  ka trailer ke baad aya hain.
@pious_liquid_for_immortality,Only Shiamak could extract that energy from Bunty!
@shobhitgarg5707,Nyc
@nishuji1029,After watching kapil sharma show
@mohitkishore1464,Crackling chemistry they had🔥
@irshadahmed2526,😍😍😍❤❤❤🥰🥰🥰🎼🎼🎼🎵🎵🎵🎶🎶🎶🔥🔥🔥
@ramansharma8643,"This album is iconic not only for ""kajrare"" but all of its songs. The sequel's music is not at this level though it's okay."
@blueroses5530,Everything is purrfect in the song except the outfits of Abhiseikh 🤔🤔who designed his clothes😐😲my fav part was 3.54 when Rani kaske thoomka lagaya omg this girl rocks
@rudrakshyadav7335,"This song took me back to 2005.. memories of GTA Vice City, Kaal Dhamaal, learning to ride a bike and Bunty aur Babli ❤️"
@ArunJii2912,"Brings back so many memories. I used to watch this song so many times because of the excellent music and visuals

3:44 was my favourite part always as a kid"
@ПрагнайГупта,Nach baliye's knock off Tattoo waliye 🤣🤣
@starrynights3367,School memories ❤️
@anonymouslyfamous8732,Rani's dance moves.😍
@riyak.s.817,Coming to this video after watching bunty bubly 2 trailer
@luckygonsalves,Mewara
@luckygonsalves,Devnarayan
@luckygonsalves,New immaculate
@realtaker02,Add that time pirated dvd used to come with theater print. And I used to be made for this one.
@dhaneshshetty4968,abhishek in this song gives me a lil bit of a gay vibe idk lol
@aryanhussain9779,I was  in class 6 when I first listened the song....before going to school..listening this song in fm radio ...still a memory
@ayushmanchakraborty9767,siayamak is here
@khizrkhan2348,New bunty babli got nothing on this gem
@Bhattumemer,I have not heard any single song of Bunty aur Babli 2 nor was hyped to see it on theatre  nothing can match the charm of the og Bunty aur Babli from Music album to movie itself too good ❤️ always iconic
@syedfarhanaqeel6143,What a energatic song
@khushboo5693,Omg i danced on this for my annual function once 😀
@elisadasss,Better than tattoo waaliye 🤪
@akritigupta1577,Rani Mukherjee 😍❤️💛💛Alag hi gaanaa hain
@ContiHarry,Bunty aur babli 2 is ghatia totally
@ContiHarry,"This is the original bunty babli, these are the songs."
@megharohman4373,Most favorite song
@Abdullah-pi5fv,Who's after The Kapil Sharma show
@joshiashray9997,@3.12 humara hero Sushanth picture perfect
@shardasukate8053,nepo product is dancing in front and talents are in back
@negaraboodi1058,Rani is the BEST
@aishamohammadnasim7620,Trailer of bunty and babli 2 brought me back to this beautiful song!! I DO NOT like Saif & Rani’s jori at all cuz there was only one bunty. No other suits the role and the new movie doesn’t even look as good as the first one was. Why do they have to make remakes and ruin everything?
@shishir3196,🔥🔥 रानी 🔥🔥
@pronomitathakur6398,"1st and only time I am seeing the background dancers are enjoying the dance.. Love this song , the choreography and all the presentation."
@berozgarbanda09,3:13 Sushant Singh Rajput is behind in the middle
@lovishkanunkoo3318,dance ❤️ Rani Mukerji love you
@rohanrajthakur6555,Bunty Aur Babli album is one of the best of all time 🔥
@DeveshAherwal,2:50 lendiya kara du - I thought this was the lyrics and used to laugh alot
@yrf,"This time, it's the pros vs cons. Here's the #BuntyAurBabli2 title song - https://youtu.be/q_a_Gu5MOuY"
@devanshurathor968,anyone noticed shushant in background
@devidedevdev4839,❤❤❤❤
@letteringandillustration4858,I am here because i didnt like tattoo waaliye
@Evychanewe,rani ❤
@effattanisha4722,"After Bunty aur bubly remake , I'm here"
@0yebaji,BB2 k bad kn aya ha ?
@arunaade2902,Just imagine if  Rutik Roshan would have been  instead of Abhishek to dance with Rani in this song......
@hemant88h,"Omg , after watching this , know that once there was a great dancer , actor , educated SUSHANT SINGH RAJPOOT..."
@miyuruify,Part 2 looks like crap. Why Abhishek is missing in that movie? and music is not good as this first movie even Shankar ehsaan loy composed it. Also why the hell there are two tik tokers look like actor and actress doing in that movie?
@maisharahman9138,"After hearing the trash tattoo waliye, this feels like gem"
@abdulrafay719,Damn Rani Mukherji. She just slayed the whole song. She was looking sizzling in that white dress.
@yrf,We are luv-ing it! 😍 Sway away to #LuvJu: https://youtu.be/7tIeexlSBjA
@r.malawat5226,"I came here after watching tattoo waliye from Bunty Aur Babli 2, but this nach baliye from Bunty Aur Babli 1 is still🔥🔥🔥"
@wizzyjuan8286,This bring back memories of great bollywood movies..
@ankitasingh3689,Who is here after watching Tattowaaliye 😜
@starlandpranjul9040,Rani is a fab dancer
@yrf,Put your dancing shoes ON! 🔥 #TattooWaaliye song out NOW: https://youtu.be/uc82PDg0MwM
@grace-fs1zd,Im here after new song of tatoo waliye rani didn't changed at all still same she is slaying harder 🔥
@grace-fs1zd,Who is here after tattoo waliye ?
@MsRiya1991,Kahan yeh gaana aur kahan woh Tattoo waliye!!!
@rnair4u,The fact that she was dancing wearing heels🤯
@richasingh9607,I love this sing
@richasingh9607,Keep it mam sir welldone
@indraneeljoshi7187,Came here to clear my ears after listening to that tattoo waaliye shit
@tuchamkega3664,Who is here after there new song **tatoo waliye**.. to live back those memories..
@Minty6793,Yaaar I'm getting nostalgic 😭 Listening to tattoo waliye now this and we know which one's the winner 😭❤
@ramiejaz5534,Who come after watching bunty buble 2  trailer  ... Still not match that  level
@MichaelScott94,So in her imagination...this is what he is wearing?!?!
@ravinderpalsingh5182,Akhand
@ravinderpalsingh5182,Afsana(non stop) agar start karna ho toh kahin se bhi hi sakta hai.kahin se bhi even simple talk of any two or single individuals/individual
@shivammishra-ic4ou,Who's here after Bunty aur Babli 2?
@sshk1653,The choreography was ahead of its time
@StewieGriffin-b5p,The energy in this song!!! I wish I could dance like this.. 🙆🏻‍♀️
@theankitakashyap8960,After bunty bubli 2 teaser
@manojvarughese4337,lol....I remember watching this and getting disappointed.. wasn't worth all the iniital hype personally to me...The sequel might be interesting.
@jitendradas5520,Did anybody notice Sushant Singh Rajput behind Abhishek Bachchan as background dancer in the begining of the song ?
@noone-12-ht,Wooow rani and abhichik sooo nice ❤❤❤❤❤❤❤❤👅🔥🔥🔥
@hamzajamal9222,Anyone here after the B&B 2 trailer?
@avishekchakraborty296,If this song added in bunty aur bubly 2
@khondakeratique4685,Raniko dekhnece mera dil khus hotihe lakin q
@suvajitkar2725,Suprising that no one noticed SUSHANT SINGH RAJPUT dancing behind Abhishek
@anubhavagarwal117,This movie had the best songs damn
@drx.naveengujjar,"9xm pe jab ye song aata tha ,hum sare bahan bhai kitna khus hoke nachte the 😍,time flies 🥺"
@yrf,They are back with a twist! Watch #BuntyAurBabli2 trailer: https://youtu.be/UZVUrZIXnSU
@bholegirsa,Maturity is when you know Abhishek is also a good dancer too
@Mohamed_abdul,Maleyba
@lalitacct,We all wish bollywood make songs like this again
@talkswithvigy7860,"I guess we can agree, SEL doesn't make bad songs... These guys are hit machines!"
@sumina2431,Abhisekh Bachchan’s dance is better than so many other actors 👌
@True_Man_Show,"Abhishek Gave his best , he danced well , bt pta ni kyu usko dance krte dekhne mei itti hasi kyu aa rhi 😂"
@AdnanKhan-bc8pf,I watched this movie in novelty Lucknow and that song made me crazy due to its bass.... Superb
@chutee5991,Hats off to the choreographer 👍🏼
@yrf,"It's Bunty aur Babli vs Bunty aur Babli, this time.
Watch #BuntyAurBabli2 Teaser - https://youtu.be/uo7LvZbIEkU"
@aishwaryasrivastava3998,When you know dancing trust me any kind of cloths you wear ... You look fabulous ....coz dress dikhne ka tym hi nahi hota .... Pora dhyan toh rani ke dance pe hai 🌸🌸🌸🌸
@aliyah4981,"Wow love Rani she is such a an amazing dancer her energy and expressions r awesome. Rani, Kajol, Madhuri, Aishwarya Rai and Katrina Kaif are the best dancers in Bollywood. Rani u r the Queen of Bollywood thank u for uploading 👍"
@ojybojy9251,I miss this art
@shresthraj17,Missing Shiamak Davarji👯‍♂️👯🕺🏻💃🏻👌🏻👌🏻
@quratulain3520,Bakwas
@Kishan.up65,Abhishek ka dress kisne design kiya tha 😂😂😂😂😂
@Kishan.up65,Rani 😘 abhishek 😂😂😂😁😁
@tammanahassan2206,Rani mukarji Facebook comment see now
@enasalhussain4821,The beauty queen... My heart Rani
@mariamaria68902,"Rani was definitely my fave stargirl at 3, thanks Jesus for these features"
@mayankjaiswal8933,Aaj se 10 saal phle jab ye song tv par aata tha meri sister muje zor chilla kar exited ho kr muje bulati thi😂
@Kiarakira2,Good morning how are you
@Kiarakira2,123 legally illegally
@Kiarakira2,🧑🏿‍🎤
@Kiarakira2,We have to go to see you Thursday
@Kiarakira2,I am dance in the sun right now call Nate can you tell me your name
@shrimaanstar9363,Superb song .very energetic song
@luvtaygi8126,Where is SSR?????
@koriharyono5238,sometimes i forget that Rani is thicc
@Mallikarjun_Haveri,Rani ..... Really Burned the Dance Floor.
@bhavnaharajakar8531,"6 88999999i5ii Pi UXC
🐮🐮🐮🐮🎿🎿🎿🎿🎿🎿🎿🎿🎿🎿🎿🎿😛🎿🎿😛😛😛😛😛🐶😛😛😛😛😛😛🎿😛🎿🎿😛😛😛🎿🎿🎿🎿🎿🎿🎿🎿🎿🙈🤗🤗🤗🎰"
@raziahjasbhir8100,Win...goodbye.. eternity..US
@ПрагнайГупта,Those bell bottom pants of Abhishek 🔥🔥🔥
@faiz_xn_5135,"Childhood memories ♥️🥺🎶
Life was so simple back then no social media, no Internet. We used to share this song via Bluetooth and eagerly wait to watch this on TV. Such golden days
School Days, MTV, [V], 9XM, B4U Memories 🥺💕✨"
@xo.baixinha,Abishek best dance performance ever. 👏🏾 He and Rani had the best chemistry in that movie. So sad that part 2 is not with them again but Saif is great with Rani as well.
@saahibsingh617,Nice song
@gopalbiswas1291,Abhishek Lajawab 👍
@abhishekkaran5154,That song is my favourite
@raziahjasbhir8100,"===/////====/////====////===
====/////====//////=====///=="
@Mr.Judge-Satpal-Pal,🥀⛅🔱🧜‍♀️🧜‍♂️🕉बहुत अच्छा लव गीत(गीत/नृत्य/संगीत) है 🕉🔱Very Good Love Song(Geet/Dance/Music) 🕉महापर्व नववर्ष और श्री कृष्ण जन्माष्टमी और नवरात्री(दुर्गापूजा/गरबा/गणेश पूजा/शिव पूजा) तथा श्रीरामलीला(विजयादशमी/दशहरा)-करवाचोथ  और दिवाली और छठ/एकादशी और नववर्ष और (नदी/नहर/तालाब) और सागर(बंगाल/अरब) तथा महासागर(हिंद) सफाई अभियान  की हार्दिक शुभकामनाएं 🔱जय श्री शिव(पशुपति नाथ/नंदी) 🏵जय श्री चंद्रदेव और सूर्यदेव [चंद्रशेखर -महादेव के आगे चांद और पिछे सूर्य] 🕉🔱जय श्री पार्वती मईया 🕉🔱जय श्री गंगा मईया 🕉🔱 जय श्री कृष्ण-राधा🏵जय श्री गोपाल🌼जय श्री राम🌼जय श्री सीता (जानकी)🏵जय श्री हनुमान🏵जय श्री लेखक (Jai Shri Writer) & जय श्री पुस्तक (Jai Shri Book) 🌸जय श्री बुद्ध🏵जय श्री जैन⛅जय श्री छठी मईया⛅जय श्री सूर्यदेव⛅🏵जय श्री महालक्ष्मी🏵जय श्री हरि 🏵जय श्री सरस्वती🏵जय श्री यमराज🌺जय श्री गणेश🏵जय श्री सागर(बंगाल/अरब) और महासागर (हिंद)🏵Jai Shri Bengali & (7 Sisters ) 🌺जय श्री भारत (INDIA)🇮🇳जय श्री हिन्दी 🇮🇳जय श्री English 🇮🇳जय श्री मातृभाषा 🇮🇳जय श्री भोजपुरी~राजस्थानी~पाली 🇮🇳जय श्री ब्राहमी लिपि (हिन्दी देवनागरी लिपि) 🇮🇳जय श्री  वन्दे मातरम 🇮🇳जय श्री दुर्गा माँ(माई/मईया) 🇮🇳जय श्री शीतला माँ ⛅जय श्री नेपाली ⛅  🇮🇳जय श्री अवधी 🇮🇳जय श्री मैथिली 🇮🇳जय श्री मराठी 🇮🇳जय श्री लेडिज एण्ड जेंटलमेन 🇮🇳Jai Shri Ladies & Gentleman🌸🇮🇳🕉⛅🥀🧜‍♀️🧜‍⛅🔱🥀
@KiranJyot,I don't know why I related Rani to bonnie of The Vampire diaries.. 😁
@jadoonathjoshi3048,Best
@marutixbing6781,One of the bollywood most underrated songs with perfect vocals choreo and music!!
@Dawdlingjanvi,In love with this song
@supersonic89,Abhishek's dance😂😂😂
@kanishka2965,"When costume selector in school annual function make bollywood debut by 
Abhishek (;"
@user-wn2jx6zc6ukamila5,Как фильм называется
@SimranKaur-sq2is,This song is absolutely powerhouse
@rahimmasud5768,"Dedicated to Mr blue, and white, 👲🚗🚓, churian Chara Kay ,v2k ki witness na dayen, bro vocabulary zaroor batayen,"
@uncertainminds99,Anybody noticed marzi the judge dancing as background dancer??
@arunabhamukherjee3434,Heroine hero se 1000 times zyada accha hai
@shonasweeeety7377,"Superb fantastic alllll songs video footage,,,, I like a lot n love to listen ING  tooooo sooooongs"
@TajinderSingh0008,"Every 10th,12th farewell Class girls be like -  lets plan dance performance on Nach baliyeeee 🌹😂"
@faridayeasmin5849,op free fire
@swathysraj,One of the most underrated dance routine in Bollywood
@meghnathakur2111,What is Abhishek Bacchan doing here 😅
@dianty77off37,Rani Mukherjee good dancer
@rakeshpralay,One of Rani's best dances.... She is beautiful in white dress.... ❤️
@r33z35,The sexiest Rani x
@dianty77off37,Rani mukherjee energy❤❤❤
@AnujKumar-zl7jc,I don't know why but aaj office ki presentation dete hue ye song chlne lga mind me..............
@bikashnayak2107,"Main apni gf ka b-day bhul gaya hoon. 
Me - Mar gaya 😭
My brain - Nach baliye oh chhuriyan chala du. 😂"
@human_rights0,I love this movie!
@mukkarmjutt4990,Anyone 2021?????
@mdshayan7575,Rani best dancer
@ginii7946,Rani ? Rani mi mujer 💪🏻
@TheHeavenPrince1,How flawlessly she danced in those sharp heels 👠 🤪
@pranalimohitkar1129,Her outfits 🤤🤤
@mdrofik2968,খুব সুন্দর গান
@awanbro444,❤
@shabditakumari1384,Those times when Punjabi was introduced in Bollywood songs as fusion as well
@dkcallcentre3878,Aed bahat ate hai har vedio me band karo aed ana
@MRANNONYMOUS,Abhishek Bachchan 🤢
@koyangibeojnamu,"Rani = Good actress, good dancer and beautiful"
@shantunkumar7031,1:17
@192cvlllzahin4,নাচ বালিয়ে।
@weirdverma,Rani is sooo ahead of Abhishek in dancing. He can't catch up ever.
@fahadking9320,@
@fahadking9320,Qifowofwpovwpgowogowpfopwvowpgoslvllscllsvlwlgowpgowpfoosfopsdolslfwpfpp odpwdlslfodldpspfolwldslfoqlofosfoosfospfosofosofosofopsfoslfowpfoslfowpgowpfododowpfopfowpfpp
@_meet21,2021 Who's here!
@umairrafique2781,"Abhishek after watching this song now 
= 😶
Aishwarya after watching this song now 
= 😠
Rani watching this song now 
= 😜"
@swapnildharpure2508,"Ye bhi ek zamana tha jab
NEHA KAKKAR,TONY KAKKR, NoRA FATEHI,BADHAH nhi hua krte the music industry me...
Oh man i  badly Miss this era....❣️"
@davidshrestha1996,Times when Rani used to be love sensation for 90's kids... Her fan base was at different level those days.
@kashish1735,Rani totally outshined abhishek in this song
@shahkhan3199,Huge hitttt
@chandam3891,Our bengali beauty is here. Our rani mukherjee.❤️
@grhd9738,"Rani is the Queen of the pop bollywood.
♥️"
@rahulnirmal1853,0:55   ek pal kaa jeena highlight 😁
@chetnasingh3165,"Rani Mukharjee is an excellent dancer and phenomenal acteress. I donot why her works are so underrated.
Plus she has broken all the stereotypes of heroines being tall and fair.
She is short and dark, but looks so  beautiful and glamorous!!!"
@Anupama_Paul,Abhishek was unnecessary in this song. Anyway hatts off he dared to dance beside Rani!
@amitjodha,"Was it just me, or the song seemed to be a bit fast (just the video, not the audio)"
@miffynfriends5802,People who disliked this has charbi 🔥
@ayushthakur3644,Eagerly waiting for bunty babli 2 . Rani & saif reunite 🤩after long time🔥
@ayushthakur3644,There was a era when dancing means only dancing with expressions 🥺not like today's era where showing erotic & vulgar moves are called as dancing 🤦‍♂️🤮. Rani uh beauty 🤩🔥
@whatsappstatu4771,Abhishek bacchan doing dance after listening motivational video 😝
@whatsappstatu4771,Hila daala Abhishek bachhan ko choreographer ne 🤣🤣🤣🤣
@xoxo7076,"#3:54  rani mukherjee's white dress look
Killed it ❤️✨"
@bd_vlogs9986,Abhishek's moves and expression 😅😄😄😅🥴🥴
@Jintoabraham07,Hiii
@VinayKumar-mh8zv,Bubli andre babline
